reading_minutes,translation_used,reflections_written,recitation_pages,memorization_pages,reading_streak,recitation_streak,memorization_streak,inactivity_gap_hours,weekly_activity_trend,disengagement_risk
20,1,0,5,0.7,64,41,97,16,0.42,0
12,0,2,16,1.8,44,100,94,189,-0.82,0
41,0,1,0,4.2,11,83,35,81,-0.75,1
21,0,2,18,3.3,42,23,72,53,0.11,0
50,1,2,13,1.9,95,24,67,137,-0.63,0
41,0,0,10,1.4,64,5,33,193,-0.16,1
10,0,0,19,3.7,25,12,50,127,-0.41,0
7,1,2,3,4.4,61,54,90,181,0.39,0
39,0,2,6,5.0,71,48,65,101,0.07,0
19,1,2,13,4.1,6,6,24,61,0.86,0
39,0,2,3,2.6,94,1,66,127,-0.14,0
5,1,2,7,0.4,50,35,74,53,0.27,0
50,0,0,7,3.0,5,68,55,23,0.26,0
33,1,3,19,2.4,97,44,18,6,-0.91,0
1,0,0,1,3.9,63,31,2,29,0.07,1
10,1,0,17,1.6,26,16,64,70,0.37,0
17,0,3,14,2.7,10,33,11,57,-0.71,0
9,1,2,6,1.5,96,53,41,85,-0.65,0
27,0,3,2,4.8,42,53,98,131,0.05,0
20,0,1,3,4.2,36,28,82,83,-0.23,0
56,0,3,16,4.3,46,52,89,133,0.06,0
58,0,0,15,4.3,97,84,15,95,0.26,0
53,0,2,18,0.5,13,48,84,106,-0.62,0
9,1,2,0,2.6,53,29,6,187,0.7,1
23,0,0,6,3.6,7,15,88,119,0.93,0
36,0,0,10,2.7,94,54,72,100,0.66,0
30,1,1,10,3.3,36,31,81,143,-0.24,0
42,0,2,4,1.2,7,51,37,16,-0.39,0
18,1,2,18,1.3,81,22,70,152,0.01,0
39,0,3,14,3.2,54,14,37,141,0.31,0
23,1,3,10,1.8,99,91,26,176,-0.08,0
36,1,3,17,1.3,17,75,60,95,0.69,0
48,0,3,15,3.6,43,76,93,193,0.4,0
44,1,2,5,4.6,36,48,36,16,-0.69,0
52,1,1,5,0.9,22,29,65,138,-0.93,1
53,1,2,10,0.2,38,64,45,178,-0.18,0
19,0,0,2,0.4,79,15,7,194,-0.91,1
53,1,1,14,3.3,34,67,46,198,-0.57,0
42,1,1,20,4.5,74,74,66,160,0.73,0
58,1,1,12,4.6,99,91,57,195,0.64,0
21,1,0,0,3.4,31,57,55,45,0.53,0
45,1,2,19,4.5,81,79,5,45,0.02,0
28,0,2,16,3.0,23,71,19,59,0.35,0
49,1,0,4,0.4,79,57,6,105,0.23,0
31,1,1,2,2.2,50,33,81,195,-0.37,1
55,0,2,17,1.8,74,66,16,44,-0.1,0
55,0,1,14,1.8,43,3,46,81,0.63,0
49,1,0,5,3.0,21,19,52,111,-0.66,1
27,1,2,0,1.5,36,59,38,93,0.21,1
51,1,1,14,2.3,53,55,16,122,0.13,0
55,1,3,0,3.7,33,74,51,186,-0.5,0
3,0,1,7,4.8,55,66,94,123,-0.82,0
46,0,1,17,4.1,87,0,58,149,-0.72,0
36,0,3,9,3.5,33,73,71,115,-0.74,0
35,1,1,3,1.4,29,43,90,200,0.05,1
29,1,3,20,4.0,61,0,52,193,-0.1,0
23,0,1,19,0.0,27,49,47,29,0.23,0
7,1,2,17,4.3,84,27,49,173,-0.37,0
57,0,1,5,2.0,35,46,18,96,-0.14,0
39,0,0,14,3.0,48,95,55,104,-0.4,0
33,0,1,20,1.8,93,68,6,137,-0.96,0
31,1,0,18,4.9,21,2,76,145,0.75,0
51,1,2,16,0.1,51,8,36,42,-0.3,0
55,1,1,5,2.6,85,87,19,93,0.56,0
31,0,1,5,2.1,21,77,86,198,-0.04,1
43,1,3,10,3.7,61,74,17,122,0.78,0
60,1,2,2,0.0,21,28,4,2,0.99,0
45,0,0,14,0.7,34,64,39,175,0.71,0
57,1,0,20,4.3,100,18,56,21,-0.84,0
42,0,3,7,1.0,24,84,6,24,0.61,0
10,0,2,3,4.2,36,26,47,95,0.08,1
59,1,0,19,3.4,20,72,9,72,-0.21,0
52,0,3,5,3.2,95,19,70,186,0.16,0
28,1,1,9,2.0,97,43,52,76,-0.47,0
56,1,2,14,1.5,83,71,94,4,-0.59,0
55,1,0,13,2.0,18,44,91,131,-0.61,0
37,1,3,12,2.6,68,23,98,192,0.28,0
34,0,0,13,4.1,80,37,60,64,0.39,0
24,1,1,1,0.1,17,69,36,44,-0.49,1
19,0,1,14,2.8,47,54,53,120,0.91,0
20,1,3,17,4.4,40,32,51,43,0.6,0
26,1,2,15,1.7,17,13,71,180,0.56,0
18,1,0,4,2.9,7,52,37,141,0.56,1
57,0,3,3,1.4,47,46,10,145,-0.46,1
54,0,2,12,4.0,43,92,25,109,0.8,0
10,1,3,0,2.7,99,52,69,112,0.37,0
57,1,1,5,2.3,66,35,19,12,1.0,0
10,0,2,10,2.4,61,2,82,137,1.0,0
37,0,1,1,0.5,8,27,94,43,0.71,0
20,0,3,10,3.2,85,75,12,176,-0.14,0
42,1,1,2,2.5,44,50,87,88,0.43,0
11,1,1,17,0.4,22,15,46,34,0.08,0
3,0,3,0,1.1,92,97,16,30,0.13,0
58,1,0,5,1.6,93,36,13,109,0.71,0
44,1,2,13,0.3,72,73,7,52,-0.57,0
42,1,1,1,0.1,18,82,51,157,-0.8,1
36,1,3,8,0.9,10,82,12,87,-0.54,0
19,0,2,17,3.4,26,74,54,119,0.01,0
16,0,1,16,4.2,80,59,10,45,0.02,0
32,0,0,16,0.4,51,71,79,1,0.75,0
44,1,3,18,4.3,57,71,68,186,0.84,0
50,1,3,4,0.2,46,76,37,43,-0.17,0
60,1,0,0,0.3,98,86,51,13,0.96,0
46,0,3,9,2.0,0,74,74,130,-0.7,0
24,1,0,20,2.5,96,42,8,120,0.54,0
56,1,3,5,0.4,20,11,1,31,-0.52,1
45,1,1,3,1.6,94,24,57,130,-0.84,1
55,0,1,18,4.4,61,21,52,39,0.44,0
5,0,2,8,3.8,83,25,100,139,-0.23,0
10,0,0,16,4.5,55,85,53,7,0.2,0
11,0,2,1,4.4,78,60,100,52,0.96,0
32,1,2,14,2.7,69,96,55,159,-0.01,0
47,0,2,0,0.5,99,91,77,130,-0.14,0
36,1,0,0,2.8,97,65,20,83,0.47,0
59,1,1,8,1.4,29,15,78,60,0.78,0
8,0,1,13,0.9,7,39,45,53,0.18,0
43,0,3,4,2.6,86,86,83,100,0.25,0
52,1,2,0,1.2,60,49,42,92,0.73,0
32,1,3,4,4.4,18,18,34,22,-0.87,0
32,0,2,3,4.6,46,56,25,168,0.62,0
45,1,3,14,2.4,87,54,32,18,-0.62,0
31,0,3,17,1.9,71,58,49,190,0.28,0
9,1,2,11,2.5,89,1,1,81,-0.99,1
29,0,3,19,4.0,81,88,46,31,-0.72,0
13,1,1,19,1.5,71,11,60,161,0.82,0
25,0,3,11,3.1,95,67,88,49,0.82,0
37,0,0,13,0.4,8,24,0,63,0.05,1
28,1,2,3,0.1,67,13,45,17,-0.81,0
40,0,3,5,3.6,4,50,44,186,-0.66,1
30,0,1,15,3.9,84,61,38,101,-0.32,0
12,0,0,16,2.6,11,84,92,27,0.14,0
7,1,3,17,3.4,26,1,36,156,-0.2,0
9,0,2,20,4.3,24,87,54,134,-0.33,0
44,1,3,18,4.5,93,52,38,119,-0.23,0
47,0,3,3,1.4,50,28,54,109,-0.12,0
3,1,3,17,1.4,31,100,58,9,0.74,0
32,0,3,11,0.9,37,89,79,43,0.5,0
16,0,3,4,4.3,91,12,39,187,-0.44,1
25,1,0,12,4.0,59,91,93,83,-0.18,0
59,0,0,12,2.5,67,76,57,181,-0.45,0
55,0,3,0,0.2,95,23,64,174,0.85,0
18,0,2,0,1.7,44,1,87,28,-0.21,1
37,0,1,14,4.3,99,38,48,177,0.18,0
30,1,3,9,2.0,83,11,82,32,-0.63,0
1,0,1,2,4.9,59,44,50,99,-0.02,1
10,1,1,16,3.9,84,83,93,63,-0.96,0
43,1,0,3,1.6,16,78,25,96,0.12,1
4,0,1,12,0.6,2,52,37,97,-0.06,1
28,1,1,18,4.2,92,6,53,152,-0.7,0
37,1,0,4,4.0,4,67,70,150,-0.59,1
19,0,1,15,1.6,85,20,49,6,0.19,0
30,1,1,18,0.5,87,24,99,145,-0.18,0
6,0,2,5,4.7,82,26,38,65,-0.54,0
13,1,2,19,3.3,44,62,76,54,0.31,0
29,1,3,10,4.1,85,70,78,81,0.57,0
45,0,0,11,2.5,85,98,73,24,0.47,0
29,1,3,18,1.3,13,70,41,138,0.15,0
46,0,3,4,1.5,4,72,20,135,0.11,1
48,1,1,17,3.7,72,58,52,171,-0.26,0
7,0,2,1,2.5,80,4,91,102,0.03,1
44,1,2,18,2.2,75,0,73,61,-0.3,0
12,1,0,20,1.5,15,85,73,99,0.3,0
42,1,2,12,4.9,25,88,52,19,0.04,0
19,1,2,15,4.3,97,83,35,97,-0.33,0
25,0,0,15,0.8,92,47,50,126,0.78,0
18,0,0,6,3.1,1,55,8,129,-0.23,1
23,0,1,18,4.3,60,48,86,51,0.29,0
0,0,3,6,3.2,78,48,59,60,0.64,0
33,0,3,15,4.0,88,38,32,43,-0.4,0
5,0,0,2,4.3,47,60,59,32,0.92,0
45,0,3,8,0.6,24,13,22,164,-0.76,1
42,1,2,9,3.2,98,75,57,144,0.7,0
7,1,0,15,2.7,43,5,13,94,0.45,0
4,1,0,7,1.0,14,99,11,54,-0.5,1
47,1,1,14,2.3,64,64,0,131,-0.12,0
50,0,0,6,3.9,13,73,32,113,0.25,0
8,0,1,14,4.3,1,9,22,61,0.78,0
36,0,3,15,1.0,23,0,73,95,0.94,0
33,0,1,3,2.9,16,52,60,73,-1.0,1
50,1,1,12,2.4,19,91,6,72,0.91,0
31,0,1,9,2.7,25,87,95,3,-0.97,0
30,1,0,19,1.7,52,17,7,75,0.25,0
22,0,0,11,1.9,34,94,62,195,-0.79,1
52,1,1,0,0.3,39,1,62,193,0.52,1
26,1,0,2,4.3,25,62,20,35,0.6,0
33,0,1,3,2.0,92,80,92,19,-0.23,0
10,1,0,14,2.1,22,1,2,116,-0.39,1
21,0,2,12,0.0,71,14,47,82,-0.01,0
19,0,3,8,4.2,92,14,92,102,0.74,0
52,1,1,6,0.6,5,92,33,77,-0.66,0
53,1,2,16,4.8,77,32,65,196,0.51,0
17,0,3,12,0.5,85,44,60,186,0.93,0
55,1,2,1,3.2,3,8,15,88,0.62,1
3,1,1,9,3.5,41,84,28,122,0.45,0
32,0,0,17,1.5,6,12,49,189,-0.47,1
13,1,3,13,3.4,35,52,9,158,-0.08,0
50,0,3,8,2.7,37,7,92,53,-0.5,0
14,1,0,20,3.6,93,97,26,27,0.51,0
27,1,2,1,2.2,73,66,59,40,-0.15,0
4,1,0,18,4.8,78,79,1,73,-0.25,0
40,1,1,11,2.3,88,23,59,25,0.31,0
28,1,2,4,1.3,43,41,95,7,-0.75,0
46,1,0,0,1.2,91,94,50,37,-0.33,0
55,1,0,4,4.6,33,66,50,77,0.69,0
21,1,0,19,4.5,30,88,49,25,0.93,0
40,1,3,11,1.3,4,0,67,64,-0.9,0
3,1,3,8,3.2,18,72,81,97,0.3,0
16,0,2,17,3.3,5,75,78,163,-0.44,0
54,1,3,14,4.5,11,30,27,59,0.84,0
44,1,1,1,4.9,36,99,90,134,0.47,0
37,0,3,14,0.5,75,84,69,36,-0.5,0
29,0,2,6,1.0,18,42,34,171,0.11,1
36,0,3,11,1.2,96,91,60,164,0.82,0
14,0,0,0,1.1,6,41,51,89,-0.87,1
2,0,3,11,1.6,36,45,79,149,0.08,0
38,1,2,5,2.8,26,27,52,146,-0.95,1
15,1,0,15,2.7,24,38,81,130,-0.54,0
41,1,0,0,0.9,84,77,90,24,0.43,0
18,0,1,9,0.8,40,58,35,145,-0.97,1
18,1,3,20,2.3,69,40,74,125,-0.73,0
56,1,3,14,4.9,60,1,74,61,0.74,0
49,1,1,18,1.7,52,31,9,37,0.63,0
22,0,3,9,3.3,86,5,54,112,-0.45,0
59,1,2,6,2.1,42,11,54,194,-0.14,1
9,1,0,8,2.7,19,0,77,128,0.65,1
2,0,3,19,3.5,84,51,93,171,-0.4,0
15,0,3,9,2.3,71,84,18,71,-0.24,0
52,1,1,3,3.6,49,22,57,28,-0.33,0
33,0,0,16,4.5,19,14,8,186,-0.4,1
47,0,3,20,0.6,11,42,21,50,-0.4,0
42,1,3,5,4.8,80,57,69,173,0.25,0
58,1,0,12,4.1,85,78,82,162,0.78,0
8,0,2,20,3.5,91,85,87,160,-0.29,0
13,1,1,10,3.9,83,57,60,192,0.33,0
3,1,2,13,1.8,25,38,56,185,-0.97,1
6,1,3,11,1.8,8,55,33,113,0.41,0
22,0,1,2,1.4,59,92,4,165,-0.43,1
43,0,2,5,1.8,31,75,8,192,-1.0,1
7,1,2,4,3.8,61,54,34,178,0.35,1
28,1,2,13,1.1,89,30,79,84,0.84,0
54,0,2,10,4.1,65,21,2,181,0.47,0
1,0,2,13,4.8,49,73,8,130,0.95,0
33,0,2,9,0.7,21,28,46,123,-0.1,1
26,0,0,20,1.6,6,94,47,73,-0.14,0
5,1,2,1,1.5,45,94,16,191,-0.38,1
59,1,3,9,2.9,43,47,88,103,-0.87,0
17,0,0,14,5.0,38,57,88,183,0.99,0
43,0,2,19,2.8,60,45,95,13,-0.43,0
18,1,3,5,2.7,31,21,12,0,-0.8,0
8,1,0,20,0.3,52,1,26,87,-0.44,0
47,0,1,5,4.0,11,34,22,158,0.18,1
38,1,0,4,0.7,46,26,45,27,0.17,0
6,1,0,2,3.4,25,83,16,176,-0.33,1
53,1,1,2,3.2,27,64,74,76,0.24,0
49,1,0,5,1.0,67,70,12,128,0.59,0
16,1,2,0,4.5,49,17,30,200,0.03,1
2,0,3,7,1.9,19,40,43,69,0.89,0
26,0,2,4,2.3,8,61,62,5,0.54,0
29,0,1,12,3.2,57,82,14,7,-0.49,0
20,0,2,1,0.5,64,4,46,4,-0.75,1
37,0,2,19,3.9,93,27,92,198,0.19,0
53,0,0,9,2.9,88,0,34,128,-0.35,0
15,1,3,11,2.4,90,58,93,95,0.22,0
32,0,1,3,1.0,82,62,76,25,-0.55,0
6,0,0,8,1.1,5,61,37,150,-0.12,1
21,0,1,15,4.1,55,44,41,114,-0.69,0
22,1,0,9,0.7,98,49,86,111,-0.5,0
37,1,0,3,1.9,73,27,67,11,-0.89,0
41,0,0,10,4.2,55,93,32,168,0.28,0
46,1,1,7,1.7,84,86,96,154,0.18,0
27,0,0,10,0.1,15,96,65,100,-0.33,0
38,1,1,5,1.6,42,60,37,47,0.57,0
32,1,3,4,0.0,98,3,95,137,0.66,0
24,1,1,12,2.1,0,13,44,79,-0.12,0
15,0,3,13,4.4,74,54,47,106,-0.23,0
53,1,2,14,3.5,34,30,17,56,0.02,0
45,1,3,0,1.0,33,74,60,177,-0.66,1
20,1,3,16,4.7,32,83,86,123,0.44,0
8,1,2,10,2.6,80,67,32,88,-0.99,0
18,1,0,3,0.2,21,75,99,10,-0.95,0
7,1,0,2,2.5,16,43,92,113,-0.45,1
38,0,2,6,0.5,61,99,41,82,0.14,0
58,1,2,4,3.3,9,28,9,68,-0.94,1
13,1,2,1,3.9,60,15,64,14,-0.26,0
5,1,1,1,1.5,96,82,92,137,0.5,0
34,0,1,19,0.1,7,68,9,87,-0.92,0
50,1,0,3,0.0,81,35,64,75,-0.4,0
60,0,3,2,0.9,25,95,5,1,0.97,0
41,1,3,9,0.2,28,44,89,36,0.31,0
1,1,1,8,0.1,76,11,83,24,-0.86,0
44,1,3,19,0.2,12,10,96,20,0.34,0
50,1,1,20,4.4,55,70,94,87,-0.02,0
3,1,2,6,3.0,86,90,62,42,-0.99,0
58,0,1,18,1.8,85,29,0,188,-0.18,0
12,0,1,9,3.8,61,87,74,52,-0.2,0
33,1,3,19,0.6,48,57,9,19,0.75,0
20,0,2,10,4.1,51,13,91,89,-0.96,0
60,1,1,20,1.6,71,2,87,48,-0.35,0
16,1,1,3,0.7,68,96,9,169,0.25,1
54,0,1,7,3.8,49,45,79,31,-0.25,0
26,1,0,11,3.4,89,79,32,188,-0.03,0
47,1,3,4,2.3,73,43,57,76,0.27,0
13,1,3,0,3.9,22,26,20,102,0.15,1
34,1,0,0,0.6,52,73,60,165,0.29,1
33,0,2,19,2.7,31,29,46,58,-0.93,0
55,0,1,19,4.0,52,51,65,32,0.29,0
5,1,3,15,4.0,32,41,14,82,-0.7,0
27,0,0,2,4.8,49,63,32,32,0.85,0
52,0,1,13,3.0,90,23,27,200,0.58,0
0,0,0,18,1.3,66,40,69,88,0.04,0
59,1,3,9,0.7,29,39,60,98,-0.91,0
35,0,1,12,2.2,39,25,99,133,0.98,0
18,1,3,8,1.3,68,5,4,40,-0.53,0
12,1,0,5,4.5,94,81,10,107,0.92,0
11,1,3,5,3.1,55,16,49,105,0.55,0
42,0,1,13,3.9,73,3,57,119,0.56,0
50,1,1,6,1.0,11,66,86,123,-0.22,0
7,1,3,14,2.0,15,53,32,79,0.07,0
25,0,0,1,4.1,61,42,92,50,0.99,0
27,1,1,15,4.6,47,100,24,107,-0.26,0
46,1,0,17,4.6,30,22,34,116,0.99,0
16,1,2,15,2.1,71,21,4,138,0.08,0
2,0,0,4,4.1,68,44,84,26,-0.48,0
12,1,1,14,2.7,25,85,58,35,0.78,0
13,0,3,15,3.0,100,30,56,95,-0.33,0
47,1,3,12,2.1,94,27,40,3,-0.77,0
15,0,1,4,3.5,10,59,12,30,0.97,0
2,1,1,16,4.8,61,20,85,164,0.37,0
55,1,0,4,1.9,34,5,78,75,-0.54,1
53,0,2,7,0.0,72,83,76,74,-0.81,0
60,0,2,18,3.0,3,90,96,10,-0.66,0
5,1,3,16,2.0,12,44,78,35,-0.31,0
48,0,0,20,3.3,24,82,54,197,-0.28,0
30,0,3,19,0.4,73,14,99,191,0.19,0
21,0,2,15,0.2,32,67,96,56,0.26,0
13,0,0,6,1.5,72,41,50,41,0.86,0
32,1,2,10,0.8,9,33,81,10,0.78,0
42,0,3,13,3.5,89,63,27,79,0.29,0
37,1,3,5,3.3,77,99,78,168,-0.48,0
31,1,2,12,1.9,93,32,6,141,0.03,0
0,1,3,15,0.2,7,51,32,86,0.19,0
21,1,1,5,4.9,21,47,97,34,-0.26,0
22,1,0,14,1.8,61,67,95,157,0.58,0
16,1,2,2,3.3,34,31,53,36,0.58,0
5,0,1,9,0.2,42,53,2,199,0.42,1
33,0,2,6,1.4,81,60,53,163,-0.29,0
58,1,1,5,2.8,31,95,47,86,-0.48,0
40,0,3,10,4.9,72,90,68,200,-0.2,0
10,0,2,5,3.5,59,9,18,53,-0.5,1
6,1,1,8,1.7,31,93,30,17,-0.32,0
50,1,2,8,4.1,36,100,94,94,-0.12,0
8,1,1,7,1.6,30,81,91,154,-0.63,1
42,0,0,10,0.9,52,61,94,193,0.43,0
54,0,1,14,3.0,39,99,23,52,-0.77,0
16,1,0,4,4.1,0,70,34,178,-0.63,1
35,0,1,17,3.1,10,58,68,1,-0.45,0
5,1,3,20,2.0,59,72,47,186,-0.64,0
23,1,1,5,0.2,48,8,43,155,0.1,1
19,1,3,8,2.2,34,46,26,179,-0.95,1
39,1,3,0,4.0,25,33,76,104,-0.33,0
59,0,2,16,4.6,45,95,30,13,-0.5,0
56,0,2,3,1.7,53,79,24,157,0.77,0
57,1,1,6,1.9,79,10,24,60,-0.71,0
22,1,2,7,1.9,28,29,20,61,0.09,0
12,0,0,7,3.6,99,5,71,9,0.93,0
21,1,1,16,2.9,17,78,35,152,0.83,0
19,1,0,6,3.3,32,70,23,89,-0.44,1
19,1,0,19,3.0,12,82,91,126,0.4,0
7,0,0,0,4.9,68,99,99,61,-0.17,0
34,1,3,12,1.8,25,2,8,150,-0.66,1
0,0,0,9,3.8,34,77,15,143,-0.68,1
8,1,0,2,0.6,10,68,10,149,0.49,1
38,0,0,4,0.9,61,68,59,198,-0.39,1
7,0,3,20,3.4,65,7,71,157,0.73,0
28,0,3,8,2.5,97,27,0,83,0.93,0
43,1,3,12,0.1,21,30,48,87,0.74,0
0,0,2,16,0.0,76,83,15,38,-0.01,0
33,1,3,6,4.5,10,52,86,109,-0.25,0
52,1,0,6,0.5,49,75,26,150,-0.97,1
37,0,1,12,3.2,33,66,8,57,0.32,0
44,0,3,7,4.0,53,67,53,124,-0.23,0
6,0,0,4,0.7,71,57,33,71,0.58,1
5,1,0,18,3.2,39,31,41,186,0.96,0
6,1,2,12,0.6,40,59,37,148,0.04,0
45,1,1,6,3.1,21,71,31,43,-0.77,0
46,0,1,13,4.7,57,98,56,162,-0.35,0
39,1,2,7,4.6,19,52,90,67,0.55,0
24,1,1,6,0.1,35,14,62,7,0.16,0
2,1,0,14,2.1,66,35,9,35,-0.7,0
45,1,2,7,2.9,75,10,31,54,-0.0,0
0,1,0,6,4.5,60,50,88,167,-0.58,1
11,0,1,14,3.0,64,36,57,58,-0.45,0
54,1,2,13,4.7,12,91,66,104,-0.06,0
52,0,3,13,1.5,82,27,21,174,0.36,0
18,1,3,0,4.1,4,35,27,57,0.9,0
43,0,0,0,3.5,37,84,49,161,-0.24,1
38,1,0,19,4.0,90,48,25,92,-0.94,0
49,1,1,1,4.7,56,30,79,87,0.25,0
40,0,1,16,1.2,59,61,28,12,-0.9,0
28,0,1,0,1.8,95,66,86,81,0.04,0
41,1,1,5,2.5,42,87,69,59,0.01,0
58,1,0,9,1.6,15,79,47,153,0.18,0
40,0,1,16,2.1,4,18,35,50,0.28,0
34,1,1,7,1.5,21,73,55,4,0.55,0
31,0,1,12,0.3,54,30,4,64,0.44,0
21,1,3,5,0.2,81,53,40,67,0.11,0
51,0,2,8,4.5,73,26,63,32,0.2,0
44,0,1,20,0.1,83,79,85,5,0.03,0
47,0,1,0,3.3,48,91,21,151,-0.06,1
22,0,2,19,0.0,73,93,32,152,-0.31,0
60,0,2,6,0.0,4,43,8,130,-0.98,1
23,1,2,19,0.8,69,67,100,24,-0.88,0
42,0,1,3,0.8,80,26,54,178,0.47,1
60,1,0,7,1.0,25,46,88,112,0.3,0
46,0,1,7,2.8,40,21,35,29,0.07,0
10,0,0,8,4.5,99,30,75,70,0.26,0
1,0,3,1,4.5,88,15,74,34,0.39,0
0,1,0,16,1.5,58,55,95,174,0.49,0
23,0,2,10,0.9,30,11,60,53,-0.43,0
60,0,1,16,0.4,37,6,6,183,0.68,0
31,0,3,19,0.5,62,98,38,29,-0.54,0
40,0,1,17,0.5,15,8,54,168,0.63,0
59,1,0,11,1.4,64,52,53,96,0.92,0
38,1,0,7,2.0,22,66,9,114,-0.69,1
16,0,0,8,3.0,65,9,13,199,0.52,1
32,1,2,18,4.5,64,99,76,22,0.69,0
57,0,0,6,1.9,21,3,74,67,0.66,0
56,0,0,8,3.9,45,76,52,131,0.6,0
18,1,0,19,3.2,75,26,0,186,-0.51,0
5,0,3,8,0.7,63,36,61,173,-0.41,1
11,0,0,6,3.4,36,22,22,67,0.59,1
20,0,1,6,3.8,93,26,76,70,-0.44,0
44,1,0,10,1.0,3,99,62,55,0.25,0
14,0,2,7,0.4,78,68,48,72,-0.07,0
30,0,3,8,0.9,87,61,65,30,-0.81,0
55,0,3,5,0.6,5,17,10,156,-0.53,1
17,1,0,20,0.5,41,46,35,172,-0.37,0
29,0,1,1,1.1,4,2,25,21,-0.12,1
0,0,0,16,1.1,50,76,10,159,-0.77,1
20,1,1,12,1.4,55,93,31,20,0.21,0
23,0,0,4,1.9,18,27,29,175,0.81,1
50,1,1,14,1.3,65,76,89,7,-0.41,0
46,0,0,11,0.6,21,45,70,191,0.59,0
16,1,1,9,3.0,39,54,97,187,0.14,0
50,1,3,8,2.0,58,0,65,79,-0.38,0
22,1,1,6,0.1,19,75,6,176,-0.73,1
34,1,3,5,3.0,75,15,66,53,0.87,0
28,0,2,2,0.4,10,77,5,73,0.79,1
38,1,2,16,0.7,67,12,92,120,-0.61,0
11,1,3,2,3.0,0,13,59,66,-0.41,1
10,0,2,0,3.6,41,89,96,158,-0.66,1
34,1,3,4,2.2,49,2,61,148,0.0,0
49,1,2,4,4.7,88,82,97,118,-0.16,0
11,0,3,13,4.6,74,10,62,175,0.0,0
3,0,0,16,3.2,83,65,51,122,-0.77,0
21,1,0,5,2.3,63,18,32,122,0.87,1
10,0,2,2,0.1,6,64,14,96,-0.33,1
32,0,1,3,3.1,69,3,98,107,0.14,0
38,1,1,16,0.8,75,14,1,8,0.58,0
26,1,3,12,4.1,31,88,47,64,-0.4,0
51,1,0,6,2.7,75,42,11,158,0.5,0
32,1,2,16,3.4,47,58,81,120,-0.42,0
13,0,3,9,0.8,86,33,30,141,0.41,0
46,0,2,8,3.5,80,51,100,56,-0.77,0
19,0,3,14,2.5,81,62,6,125,0.57,0
42,0,1,9,3.2,97,85,17,169,0.14,0
56,0,3,0,4.7,47,4,52,147,0.22,0
12,1,1,16,3.9,43,100,40,127,0.76,0
24,0,0,10,3.2,3,15,59,96,-0.11,1
55,1,2,8,1.6,7,26,47,109,-0.69,0
31,1,0,16,0.1,45,21,20,70,0.19,0
23,1,1,11,0.9,42,63,82,177,-0.2,0
22,1,1,7,3.5,25,78,38,111,0.69,0
18,0,1,18,2.1,92,14,60,61,0.66,0
16,0,2,7,0.6,46,100,68,54,-0.87,0
60,0,3,3,2.9,65,35,30,1,-0.61,0
49,1,3,10,4.5,36,91,83,164,0.08,0
54,1,1,9,3.7,54,61,52,180,0.4,0
1,0,2,14,1.8,2,30,88,138,-0.58,1
26,1,3,13,2.4,63,45,64,26,-0.97,0
34,0,2,10,4.7,77,42,53,82,0.69,0
7,0,3,17,2.9,44,84,25,144,-0.65,0
48,0,1,7,2.0,44,67,2,102,0.75,0
55,1,3,1,1.0,65,33,53,17,-0.65,0
8,0,0,2,1.6,70,18,73,146,0.69,1
22,1,3,13,3.4,58,93,99,53,-0.49,0
8,0,2,15,3.6,49,6,11,173,-0.75,1
5,1,1,17,2.2,14,10,68,44,0.72,0
1,0,1,14,4.8,6,59,68,16,-0.66,0
4,1,2,11,1.9,27,77,91,118,0.34,0
27,1,1,2,1.6,14,63,78,182,-0.3,1
37,0,0,9,3.1,45,96,87,101,0.47,0
52,0,1,5,0.4,36,58,87,129,0.11,0
55,1,1,2,4.0,93,64,4,20,0.91,0
32,1,2,15,2.6,40,2,11,40,0.81,0
19,0,0,6,2.6,48,51,32,136,0.52,1
14,0,1,9,2.3,25,74,68,179,-0.66,1
36,1,0,20,4.3,96,52,95,5,0.51,0
27,1,2,8,2.0,48,55,45,50,-0.19,0
53,0,0,1,2.0,11,29,29,63,-0.73,1
31,1,1,10,0.9,26,92,48,133,0.2,0
16,1,0,1,4.2,68,21,44,30,0.11,0
43,1,0,3,3.0,84,75,43,42,-0.22,0
29,1,3,3,3.4,17,76,57,84,-0.62,0
10,1,0,19,3.9,44,98,91,4,0.35,0
23,1,0,9,4.7,52,70,76,20,0.86,0
59,1,2,4,3.0,68,12,77,31,0.9,0
27,1,2,16,2.7,90,98,41,13,-0.04,0
6,0,1,0,4.4,16,87,67,19,0.44,0
17,0,0,8,0.4,33,54,72,18,1.0,0
22,1,1,5,5.0,36,50,7,10,-0.19,0
8,0,1,3,1.2,53,58,71,162,0.57,1
56,0,2,17,0.1,45,30,23,74,0.89,0
12,1,3,8,1.7,20,61,65,33,-0.36,0
24,1,0,17,3.2,88,36,78,66,-0.13,0
48,1,1,10,2.6,78,54,21,1,0.3,0
39,1,2,7,2.4,84,81,95,76,-0.39,0
51,0,2,14,3.2,54,7,84,100,0.61,0
34,0,3,5,2.9,85,24,25,17,-0.06,0
3,1,1,0,1.9,50,70,87,200,-0.24,1
52,1,3,0,2.4,61,65,3,46,-0.99,0
50,1,0,13,0.0,57,0,73,173,-0.67,1
60,1,0,3,4.2,18,15,98,143,-0.66,1
8,0,0,6,0.8,15,41,13,85,-0.65,1
45,0,1,4,3.1,99,47,61,68,0.55,0
